,genres
4405,"['action', 'comedy']"
4406,"['history', 'drama', 'comedy']"
4407,"['horror', 'drama', 'thriller', 'fantasy']"
4408,"['thriller', 'crime', 'drama']"
4409,['action']
4410,"['comedy', 'crime']"
4411,"['war', 'drama', 'history', 'romance']"
4412,"['western', 'crime']"
4413,"['drama', 'romance']"
4414,"['comedy', 'drama', 'thriller']"
4415,"['thriller', 'horror']"
4416,"['family', 'animation', 'comedy', 'adventure']"
4417,"['comedy', 'family', 'fantasy']"
4418,"['comedy', 'romance']"
4419,"['horror', 'comedy']"
4420,"['crime', 'comedy', 'action']"
4421,"['crime', 'drama', 'thriller']"
4422,"['drama', 'action', 'thriller']"
4423,"['war', 'thriller', 'action', 'drama']"
4424,"['action', 'fantasy', 'thriller']"
4425,"['action', 'drama', 'comedy']"
4426,"['adventure', 'fantasy', 'horror', 'family']"
4427,"['comedy', 'romance']"
4428,['documentary']
4429,['comedy']
4430,['documentary']
4431,"['crime', 'drama', 'thriller']"
4432,['horror']
4433,['horror']
4434,['drama']
4435,"['horror', 'thriller', 'mystery']"
4436,"['thriller', 'crime']"
4437,['comedy']
4438,"['action', 'drama', 'thriller', 'romance']"
4439,"['drama', 'thriller', 'tv movie', 'war']"
4440,"['drama', 'history', 'romance']"
4441,"['family', 'animation', 'adventure', 'comedy']"
4442,"['drama', 'history', 'comedy', 'family']"
4443,"['adventure', 'fantasy', 'animation', 'scifi', 'family']"
4444,"['comedy', 'romance', 'drama']"
4445,"['horror', 'thriller']"
4446,['drama']
4447,"['comedy', 'crime', 'drama', 'history']"
4448,"['scifi', 'thriller']"
4449,"['action', 'crime', 'thriller']"
4450,"['family', 'fantasy', 'action', 'adventure', 'comedy']"
4451,"['animation', 'comedy', 'family']"
4452,"['horror', 'scifi', 'thriller']"
4453,"['comedy', 'scifi']"
4454,"['animation', 'fantasy']"
4455,"['action', 'fantasy']"
4456,['comedy']
4457,"['animation', 'family']"
4458,"['thriller', 'drama']"
4459,"['drama', 'romance']"
4460,"['romance', 'comedy', 'adventure']"
4461,"['drama', 'history']"
4462,"['action', 'comedy', 'scifi']"
4463,"['crime', 'action', 'thriller']"
4464,['drama']
4465,['action']
4466,['documentary']
4467,"['drama', 'thriller']"
4468,['comedy']
4469,"['thriller', 'drama', 'mystery', 'crime']"
4470,"['romance', 'comedy']"
4471,"['comedy', 'romance']"
4472,"['comedy', 'drama']"
4473,"['drama', 'history', 'war']"
4474,"['thriller', 'action', 'scifi']"
4475,"['scifi', 'adventure', 'action']"
4476,"['action', 'crime', 'drama']"
4477,"['horror', 'thriller']"
4478,"['horror', 'thriller']"
4479,"['action', 'animation', 'drama', 'romance']"
4480,"['adventure', 'family', 'fantasy']"
4481,"['drama', 'romance']"
4482,"['action', 'drama']"
4483,['horror']
4484,"['horror', 'thriller', 'mystery']"
4485,['comedy']
4486,"['action', 'adventure', 'thriller']"
4487,"['horror', 'mystery', 'thriller']"
4488,"['history', 'music', 'drama']"
4489,"['fantasy', 'adventure', 'animation']"
4490,"['drama', 'fantasy', 'thriller']"
4491,"['comedy', 'horror']"
4492,['action']
4493,"['action', 'animation']"
4494,"['crime', 'thriller', 'romance']"
4495,['horror']
4496,"['family', 'adventure', 'animation', 'comedy', 'fantasy', 'mystery']"
4497,['drama']
4498,"['action', 'drama']"
4499,"['action', 'comedy']"
4500,"['drama', 'romance']"
4501,"['horror', 'fantasy']"
4502,"['thriller', 'mystery']"
4503,"['drama', 'romance']"
4504,"['drama', 'comedy', 'romance']"
4505,"['horror', 'thriller']"
4506,['crime']
4507,"['animation', 'action']"
4508,"['drama', 'romance', 'scifi', 'thriller', 'mystery']"
4509,"['comedy', 'romance']"
4510,"['romance', 'comedy', 'family', 'fantasy']"
4511,"['action', 'thriller', 'crime', 'romance']"
4512,"['drama', 'mystery', 'thriller']"
4513,"['horror', 'action', 'comedy']"
4514,"['western', 'action']"
4515,['comedy']
4516,"['crime', 'drama', 'mystery', 'thriller']"
4517,"['action', 'adventure', 'fantasy', 'thriller']"
4518,"['history', 'drama']"
4519,"['action', 'thriller', 'drama']"
4520,['drama']
4521,"['action', 'comedy', 'adventure']"
4522,"['animation', 'action', 'adventure']"
4523,"['crime', 'drama', 'thriller']"
4524,"['thriller', 'action', 'drama']"
4525,"['romance', 'comedy']"
4526,"['comedy', 'drama', 'romance']"
4527,"['crime', 'drama']"
4528,"['action', 'adventure', 'scifi']"
4529,"['action', 'thriller']"
4530,"['action', 'comedy']"
4531,"['drama', 'action', 'comedy']"
4532,['music']
4533,"['scifi', 'action']"
4534,"['family', 'action', 'animation', 'adventure', 'fantasy', 'scifi']"
4535,"['mystery', 'thriller']"
4536,"['comedy', 'drama', 'romance', 'family']"
4537,['western']
4538,"['action', 'adventure', 'comedy', 'scifi']"
4539,['comedy']
4540,['horror']
4541,"['action', 'comedy', 'horror', 'scifi', 'thriller']"
4542,"['drama', 'fantasy', 'horror', 'thriller']"
4543,"['comedy', 'animation', 'adventure', 'family']"
4544,"['fantasy', 'drama', 'comedy', 'romance', 'family']"
4545,"['scifi', 'action', 'adventure']"
4546,['scifi']
4547,"['animation', 'family', 'comedy']"
4548,"['family', 'animation', 'action', 'adventure', 'fantasy', 'scifi']"
4549,"['comedy', 'action', 'fantasy']"
4550,"['crime', 'drama', 'thriller', 'mystery']"
4551,"['action', 'comedy', 'thriller', 'mystery']"
4552,"['drama', 'action', 'comedy']"
4553,"['adventure', 'comedy', 'drama', 'family']"
4554,['drama']
4555,"['fantasy', 'drama', 'romance']"
4556,"['comedy', 'drama', 'romance']"
4557,"['action', 'drama', 'history']"
4558,"['action', 'comedy', 'drama']"
4559,"['fantasy', 'horror']"
4560,"['comedy', 'horror']"
4561,"['action', 'crime']"
4562,"['animation', 'thriller']"
4563,"['comedy', 'family', 'fantasy']"
4564,"['comedy', 'crime', 'drama', 'mystery']"
4565,"['fantasy', 'animation', 'adventure']"
4566,"['action', 'adventure', 'animation', 'fantasy', 'scifi']"
4567,['drama']
4568,"['action', 'animation', 'scifi']"
4569,"['drama', 'family', 'fantasy', 'adventure']"
4570,"['animation', 'family', 'action']"
4571,"['horror', 'mystery']"
4572,"['comedy', 'romance']"
4573,"['action', 'adventure', 'comedy', 'romance']"
4574,"['mystery', 'drama', 'romance']"
4575,"['family', 'action', 'adventure', 'animation', 'comedy', 'fantasy', 'scifi']"
4576,"['drama', 'comedy']"
4577,"['adventure', 'comedy', 'animation', 'family']"
4578,"['drama', 'scifi']"
4579,"['animation', 'action', 'family', 'scifi', 'tv movie']"
4580,"['comedy', 'fantasy', 'romance']"
4581,"['animation', 'action']"
4582,['western']
4583,"['animation', 'action', 'adventure', 'fantasy']"
4584,"['animation', 'family', 'music']"
4585,"['fantasy', 'romance', 'drama', 'comedy']"
4586,"['adventure', 'history', 'action']"
4587,"['comedy', 'adventure']"
4588,"['action', 'adventure', 'comedy', 'tv movie']"
4589,"['romance', 'animation', 'family', 'comedy', 'adventure']"
4590,"['comedy', 'drama', 'family', 'romance']"
4591,"['comedy', 'drama', 'romance']"
4592,"['fantasy', 'action', 'drama']"
4593,"['scifi', 'thriller']"
4594,"['adventure', 'fantasy', 'action']"
4595,"['drama', 'thriller', 'war']"
4596,"['crime', 'drama', 'thriller']"
4597,"['thriller', 'drama']"
4598,"['action', 'thriller']"
4599,['comedy']
4600,"['action', 'adventure', 'war']"
4601,['comedy']
4602,"['adventure', 'fantasy', 'comedy', 'family']"
4603,"['fantasy', 'adventure', 'animation']"
4604,"['animation', 'scifi', 'action', 'adventure', 'drama', 'war']"
4605,"['animation', 'family', 'fantasy']"
4606,"['documentary', 'action', 'adventure', 'thriller']"
4607,"['animation', 'action']"
4608,"['family', 'animation']"
4609,"['comedy', 'drama']"
4610,['thriller']
4611,"['drama', 'thriller']"
4612,"['action', 'adventure', 'animation', 'family']"
4613,"['comedy', 'romance']"
4614,"['romance', 'comedy', 'fantasy']"
4615,['comedy']
4616,"['fantasy', 'drama', 'comedy', 'family']"
4617,"['drama', 'crime']"
4618,"['drama', 'thriller']"
4619,"['family', 'action', 'adventure', 'tv movie']"
4620,"['animation', 'adventure', 'family']"
4621,"['war', 'action', 'drama']"
4622,"['comedy', 'action']"
4623,"['drama', 'action', 'adventure', 'thriller', 'mystery', 'fantasy']"
4624,"['family', 'animation', 'comedy']"
4625,"['animation', 'adventure', 'family']"
4626,"['action', 'crime', 'thriller']"
4627,"['action', 'comedy', 'crime', 'drama']"
4628,"['crime', 'drama', 'action']"
4629,"['drama', 'scifi', 'romance']"
4630,['comedy']
4631,['drama']
4632,"['drama', 'horror', 'scifi']"
4633,"['action', 'adventure', 'thriller', 'drama', 'scifi']"
4634,"['drama', 'comedy']"
4635,"['fantasy', 'drama', 'romance']"
4636,['comedy']
4637,"['romance', 'drama']"
4638,"['horror', 'crime', 'drama', 'history']"
4639,"['adventure', 'animation', 'comedy', 'family', 'fantasy', 'tv movie']"
4640,"['action', 'crime', 'drama']"
4641,"['animation', 'family', 'adventure', 'fantasy', 'comedy']"
4642,"['comedy', 'romance']"
4643,['drama']
4644,"['action', 'thriller']"
4645,"['fantasy', 'drama']"
4646,"['adventure', 'fantasy', 'family']"
4647,"['thriller', 'scifi', 'action', 'adventure']"
4648,"['animation', 'family']"
4649,"['drama', 'romance']"
4650,"['animation', 'action', 'adventure', 'fantasy', 'horror']"
4651,"['drama', 'thriller', 'history', 'war']"
4652,"['action', 'scifi']"
4653,"['comedy', 'action', 'crime']"
4654,"['action', 'adventure', 'crime']"
4655,"['comedy', 'romance', 'drama']"
4656,"['family', 'animation', 'adventure', 'fantasy']"
4657,['comedy']
4658,"['comedy', 'animation', 'adventure', 'tv movie']"
4659,"['crime', 'romance', 'drama']"
4660,"['crime', 'drama', 'thriller']"
4661,"['comedy', 'romance']"
4662,"['fantasy', 'action']"
4663,"['drama', 'thriller', 'crime', 'mystery']"
4664,"['drama', 'crime', 'thriller']"
4665,['drama']
4666,"['drama', 'history']"
4667,"['horror', 'drama', 'scifi']"
4668,"['family', 'comedy', 'animation', 'adventure']"
4669,"['action', 'history', 'drama', 'war']"
4670,['crime']
4671,"['drama', 'crime']"
4672,['action']
4673,"['action', 'romance', 'crime']"
4674,"['comedy', 'romance', 'drama']"
4675,"['drama', 'history', 'war']"
4676,"['action', 'comedy', 'crime']"
4677,"['animation', 'adventure', 'family']"
4678,"['crime', 'drama', 'comedy']"
4679,"['scifi', 'thriller', 'horror']"
4680,"['comedy', 'adventure', 'action']"
4681,['drama']
4682,"['thriller', 'crime', 'horror']"
4683,"['action', 'adventure']"
4684,"['comedy', 'family']"
4685,"['adventure', 'action', 'comedy']"
4686,"['mystery', 'scifi', 'horror', 'thriller']"
4687,"['thriller', 'drama']"
4688,"['scifi', 'thriller']"
4689,"['romance', 'drama']"
4690,"['drama', 'romance']"
4691,['documentary']
4692,"['thriller', 'horror']"
4693,"['comedy', 'drama', 'romance']"
4694,"['thriller', 'mystery']"
4695,"['crime', 'drama']"
4696,"['animation', 'comedy', 'family']"
4697,"['action', 'drama', 'fantasy']"
4698,"['war', 'drama', 'history']"
4699,"['comedy', 'family', 'animation', 'adventure']"
4700,"['drama', 'horror', 'thriller']"
4701,"['animation', 'family', 'fantasy']"
4702,"['drama', 'documentary']"
4703,['comedy']
4704,"['drama', 'scifi']"
4705,"['mystery', 'horror']"
4706,['drama']
4707,"['animation', 'family', 'scifi']"
4708,"['action', 'drama', 'mystery']"
4709,"['history', 'drama']"
4710,['comedy']
4711,"['action', 'fantasy', 'adventure', 'comedy']"
4712,"['adventure', 'drama']"
4713,['horror']
4714,"['drama', 'fantasy', 'horror']"
4715,"['drama', 'fantasy', 'romance']"
4716,"['drama', 'romance']"
4717,"['animation', 'scifi', 'family']"
4718,"['comedy', 'adventure', 'fantasy', 'scifi', 'action']"
4719,"['thriller', 'horror']"
4720,"['animation', 'action', 'comedy']"
4721,"['adventure', 'fantasy']"
4722,"['comedy', 'romance']"
4723,"['scifi', 'action', 'adventure', 'thriller']"
4724,"['adventure', 'animation', 'family']"
4725,['animation']
4726,"['comedy', 'romance']"
4727,"['tv movie', 'drama']"
4728,['scifi']
4729,"['thriller', 'action', 'comedy', 'scifi']"
4730,"['thriller', 'crime', 'drama']"
4731,"['comedy', 'crime']"
4732,"['romance', 'comedy']"
4733,"['thriller', 'drama']"
4734,['horror']
4735,"['drama', 'history']"
4736,['comedy']
4737,"['crime', 'drama', 'thriller']"
4738,"['action', 'scifi']"
4739,"['mystery', 'drama', 'crime', 'thriller']"
4740,"['horror', 'mystery', 'thriller']"
4741,"['history', 'war', 'drama']"
4742,"['family', 'comedy']"
4743,"['comedy', 'romance']"
4744,"['adventure', 'animation', 'comedy', 'family', 'fantasy']"
4745,"['drama', 'history']"
4746,"['adventure', 'scifi']"
4747,"['animation', 'comedy', 'family', 'fantasy']"
4748,"['drama', 'adventure', 'thriller']"
4749,"['action', 'adventure', 'crime', 'scifi', 'thriller']"
4750,"['comedy', 'romance', 'drama']"
4751,"['war', 'action', 'drama']"
4752,"['action', 'comedy']"
4753,['horror']
4754,"['drama', 'action', 'thriller', 'scifi']"
4755,"['horror', 'thriller']"
4756,"['crime', 'drama', 'thriller']"
4757,"['crime', 'drama', 'history', 'thriller']"
4758,"['thriller', 'crime', 'drama', 'horror']"
4759,"['drama', 'history', 'war']"
4760,"['action', 'scifi']"
4761,"['action', 'animation', 'scifi']"
4762,['comedy']
4763,"['fantasy', 'comedy', 'romance', 'scifi']"
4764,"['crime', 'thriller', 'mystery']"
4765,"['drama', 'history']"
4766,"['adventure', 'family', 'tv movie']"
4767,['comedy']
4768,['comedy']
4769,"['comedy', 'drama', 'romance']"
4770,"['action', 'scifi', 'thriller']"
4771,"['comedy', 'romance', 'drama']"
4772,"['action', 'animation', 'adventure', 'fantasy']"
4773,"['action', 'adventure', 'fantasy']"
4774,['scifi']
4775,"['drama', 'crime', 'thriller']"
4776,"['comedy', 'romance']"
4777,"['comedy', 'romance', 'drama']"
4778,"['animation', 'drama', 'romance']"
4779,"['documentary', 'action', 'crime']"
4780,"['drama', 'crime', 'thriller']"
4781,['drama']
4782,"['action', 'drama', 'thriller', 'crime']"
4783,"['horror', 'thriller', 'mystery']"
4784,"['thriller', 'drama']"
4785,['documentary']
4786,"['music', 'comedy']"
4787,['family']
4788,"['adventure', 'action', 'thriller']"
4789,"['comedy', 'romance']"
4790,['comedy']
4791,"['animation', 'scifi', 'drama']"
4792,"['fantasy', 'animation']"
4793,['comedy']
4794,"['war', 'drama']"
4795,"['comedy', 'drama', 'crime', 'thriller']"
4796,"['family', 'animation', 'adventure']"
4797,"['fantasy', 'action', 'adventure']"
4798,"['animation', 'comedy', 'family']"
4799,"['action', 'drama']"
4800,"['romance', 'drama']"
4801,"['drama', 'romance', 'war']"
4802,['comedy']
4803,"['action', 'drama', 'romance']"
4804,"['scifi', 'action']"
4805,"['action', 'comedy']"
4806,"['family', 'animation']"
4807,"['drama', 'romance']"
4808,"['action', 'adventure', 'fantasy']"
4809,"['comedy', 'romance', 'drama']"
4810,['documentary']
4811,"['scifi', 'adventure', 'mystery']"
4812,"['action', 'adventure', 'fantasy', 'war']"
4813,['drama']
4814,"['drama', 'thriller']"
4815,"['action', 'comedy', 'crime']"
4816,"['crime', 'action', 'comedy']"
4817,"['drama', 'thriller', 'crime']"
4818,"['action', 'adventure', 'scifi', 'thriller']"
4819,"['fantasy', 'adventure', 'mystery', 'animation']"
4820,"['animation', 'family', 'comedy']"
4821,"['family', 'animation', 'adventure']"
4822,"['romance', 'comedy']"
4823,['horror']
4824,['documentary']
4825,['comedy']
4826,"['action', 'adventure', 'thriller']"
4827,['horror']
4828,"['adventure', 'fantasy', 'animation', 'action', 'scifi']"
4829,"['fantasy', 'romance', 'horror']"
4830,"['drama', 'comedy', 'western']"
4831,"['action', 'adventure']"
4832,"['animation', 'action']"
4833,"['action', 'crime', 'thriller']"
4834,['thriller']
4835,"['action', 'thriller', 'crime']"
4836,['action']
4837,"['drama', 'history']"
4838,['documentary']
4839,"['scifi', 'adventure', 'action', 'comedy']"
4840,"['family', 'fantasy', 'animation', 'comedy', 'adventure']"
4841,"['comedy', 'family', 'fantasy']"
4842,"['romance', 'comedy', 'drama']"
4843,"['fantasy', 'animation']"
4844,"['action', 'thriller', 'scifi']"
4845,"['thriller', 'horror']"
4846,"['animation', 'adventure', 'fantasy']"
4847,"['thriller', 'action', 'drama']"
4848,"['horror', 'mystery', 'crime', 'thriller']"
4849,['romance']
4850,"['family', 'drama']"
4851,"['comedy', 'action']"
4852,"['comedy', 'adventure']"
4853,['horror']
4854,"['drama', 'thriller', 'history']"
4855,['thriller']
4856,"['drama', 'history', 'war']"
4857,"['action', 'comedy', 'western', 'crime']"
4858,['comedy']
4859,"['scifi', 'drama']"
4860,"['comedy', 'drama']"
4861,"['comedy', 'romance']"
4862,"['comedy', 'horror']"
4863,['animation']
4864,"['drama', 'history']"
4865,"['action', 'fantasy', 'adventure']"
4866,"['drama', 'war']"
4867,['comedy']
4868,"['romance', 'action', 'comedy', 'crime']"
4869,"['comedy', 'family', 'romance', 'fantasy']"
4870,"['adventure', 'action', 'drama']"
4871,"['action', 'drama', 'history']"
4872,"['scifi', 'drama', 'thriller']"
4873,"['adventure', 'fantasy', 'action', 'scifi']"
4874,"['action', 'scifi', 'mystery']"
4875,"['family', 'adventure', 'animation', 'fantasy']"
4876,"['action', 'adventure', 'drama', 'mystery']"
4877,"['thriller', 'tv movie']"
4878,"['horror', 'thriller']"
4879,"['scifi', 'action', 'adventure', 'thriller']"
4880,"['crime', 'action', 'drama']"
4881,['drama']
4882,"['adventure', 'comedy', 'family', 'scifi']"
4883,['action']
4884,"['thriller', 'drama', 'mystery']"
4885,['comedy']
4886,"['action', 'adventure', 'comedy', 'thriller']"
4887,"['action', 'thriller']"
4888,"['comedy', 'romance']"
4889,"['drama', 'fantasy']"
